,Date,oil,spy,vix,oil_ma_5,oil_ma_20,oil_lag_1,oil_lag_5,spy_ma_5,spy_ma_20,spy_lag_1,spy_lag_5,vix_ma_5,vix_ma_20,vix_lag_1,vix_lag_5,target
606,2017-08-23,48.40999984741211,2444.0400390625,12.25,47.80399932861328,48.63749961853027,47.63999938964844,46.77999877929688,2436.096044921875,2460.4575317382814,2452.510009765625,2468.110107421875,13.320000076293946,11.888000011444092,11.350000381469728,11.739999771118164,0
607,2017-08-24,47.43000030517578,2438.969970703125,12.229999542236328,47.87199935913086,48.556999588012694,48.40999984741211,47.09000015258789,2437.888037109375,2458.6350341796874,2444.0400390625,2430.010009765625,12.655999946594239,11.994000005722047,12.25,15.550000190734863,1
608,2017-08-25,47.869998931884766,2443.050048828125,11.279999732971191,47.74399948120117,48.4649995803833,47.43000030517578,48.5099983215332,2441.388037109375,2457.1825317382813,2438.969970703125,2425.550048828125,12.05999984741211,12.043499994277955,12.229999542236328,14.260000228881836,0
609,2017-08-28,46.56999969482422,2444.239990234375,11.31999969482422,47.58399963378906,48.28499965667724,47.869998931884766,47.369998931884766,2444.56201171875,2455.879528808594,2443.050048828125,2428.3701171875,11.685999870300295,12.096499967575074,11.279999732971191,13.1899995803833,0
610,2017-08-29,46.43999862670898,2446.300048828125,11.699999809265137,47.34399948120117,48.14899959564209,46.56999969482422,47.63999938964844,2443.32001953125,2454.3770263671877,2444.239990234375,2452.510009765625,11.755999755859374,12.176999950408936,11.31999969482422,11.350000381469728,0
611,2017-08-30,45.959999084472656,2457.590087890625,11.220000267028809,46.853999328613284,47.967499542236325,46.43999862670898,48.40999984741211,2446.030029296875,2453.37802734375,2446.300048828125,2444.0400390625,11.549999809265136,12.223999977111816,11.699999809265137,12.25,1
612,2017-08-31,47.22999954223633,2471.64990234375,10.59000015258789,46.81399917602539,47.8774995803833,45.959999084472656,47.43000030517578,2452.566015625,2453.3525268554686,2457.590087890625,2438.969970703125,11.22199993133545,12.231500005722046,11.220000267028809,12.229999542236328,1
613,2017-09-01,47.290000915527344,2476.550048828125,10.130000114440918,46.69799957275391,47.762999534606934,47.22999954223633,47.869998931884766,2459.266015625,2453.338525390625,2471.64990234375,2443.050048828125,10.992000007629395,12.236500024795532,10.59000015258789,11.279999732971191,1
614,2017-09-05,48.65999984741211,2457.85009765625,12.229999542236328,47.11599960327148,47.72649955749512,47.290000915527344,46.56999969482422,2461.988037109375,2452.1855346679686,2476.550048828125,2444.239990234375,11.173999977111816,12.351499986648559,10.130000114440918,11.31999969482422,1
615,2017-09-06,49.15999984741211,2465.5400390625,11.630000114440918,47.65999984741211,47.725999641418454,48.65999984741211,46.43999862670898,2465.83603515625,2451.7165405273436,2457.85009765625,2446.300048828125,11.160000038146972,12.384999990463257,12.229999542236328,11.699999809265137,0
616,2017-09-07,49.09000015258789,2465.10009765625,11.550000190734863,48.28600006103515,47.702499580383304,49.15999984741211,45.959999084472656,2467.338037109375,2451.270544433594,2465.5400390625,2457.590087890625,11.226000022888183,12.407000017166137,11.630000114440918,11.220000267028809,0
617,2017-09-08,47.47999954223633,2461.429931640625,12.119999885559082,48.33600006103516,47.646999549865725,49.09000015258789,47.22999954223633,2465.29404296875,2452.43154296875,2465.10009765625,2471.64990234375,11.531999969482422,12.210999965667725,11.550000190734863,10.59000015258789,1
618,2017-09-11,48.06999969482422,2488.110107421875,10.729999542236328,48.491999816894534,47.609499549865724,47.47999954223633,47.290000915527344,2467.6060546875,2454.771044921875,2461.429931640625,2476.550048828125,11.651999855041504,11.97199993133545,12.119999885559082,10.130000114440918,1
619,2017-09-12,48.22999954223633,2496.47998046875,10.579999923706056,48.405999755859376,47.641499519348145,48.06999969482422,48.65999984741211,2475.33203125,2456.3030395507812,2488.110107421875,2457.85009765625,11.32199993133545,11.88449993133545,10.729999542236328,12.229999542236328,1
620,2017-09-13,49.29999923706055,2498.3701171875,10.5,48.433999633789064,47.72899951934814,48.22999954223633,49.15999984741211,2481.898046875,2457.9910400390627,2496.47998046875,2465.5400390625,11.095999908447265,11.807499933242799,10.579999923706056,11.630000114440918,1
621,2017-09-14,49.88999938964844,2495.6201171875,10.4399995803833,48.59399948120117,47.88449954986572,49.29999923706055,49.09000015258789,2488.00205078125,2459.3665405273437,2498.3701171875,2465.10009765625,10.873999786376952,11.742499923706054,10.5,11.550000190734863,0
622,2017-09-15,49.88999938964844,2500.22998046875,10.170000076293944,49.0759994506836,48.02449951171875,49.88999938964844,47.47999954223633,2495.762060546875,2462.8775390625,2495.6201171875,2461.429931640625,10.483999824523925,11.47349991798401,10.4399995803833,12.119999885559082,1
623,2017-09-18,49.90999984741211,2503.8701171875,10.149999618530272,49.443999481201175,48.094499588012695,49.88999938964844,48.06999969482422,2498.9140625,2466.7935424804687,2500.22998046875,2488.110107421875,10.367999839782716,11.26799988746643,10.170000076293944,10.729999542236328,0
624,2017-09-19,49.47999954223633,2506.64990234375,10.18000030517578,49.693999481201175,48.19999961853027,49.90999984741211,48.22999954223633,2500.948046875,2470.7075317382814,2503.8701171875,2496.47998046875,10.287999916076659,11.117499923706054,10.149999618530272,10.579999923706056,1
625,2017-09-20,50.40999984741211,2508.239990234375,9.779999732971191,49.91599960327149,48.33849964141846,49.47999954223633,49.29999923706055,2502.922021484375,2473.494030761719,2506.64990234375,2498.3701171875,10.143999862670897,11.038999891281128,10.18000030517578,10.5,1
626,2017-09-21,50.54999923706055,2500.60009765625,9.670000076293944,50.04799957275391,48.44549961090088,50.40999984741211,49.88999938964844,2503.918017578125,2476.3220336914064,2508.239990234375,2495.6201171875,9.989999961853027,10.909999895095826,9.779999732971191,10.4399995803833,1
627,2017-09-22,50.65999984741211,2502.219970703125,9.59000015258789,50.20199966430664,48.6069995880127,50.54999923706055,49.88999938964844,2504.316015625,2479.4845336914063,2500.60009765625,2500.22998046875,9.873999977111815,10.777999925613404,9.670000076293944,10.170000076293944,1
628,2017-09-25,52.220001220703125,2496.659912109375,10.210000038146973,50.66399993896484,48.824499702453615,50.65999984741211,49.90999984741211,2502.873974609375,2482.1650268554686,2502.219970703125,2503.8701171875,9.886000061035157,10.724499940872192,9.59000015258789,10.149999618530272,0
